Diagnóstico principal (CIE10MC),Total Nacional,Comunidades y Ciudades Autónomas,Total
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,"Murcia, región de",2654
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,"Navarra, comunidad foral de",854
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,País vasco,3881
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,"Rioja, la",286
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Ceuta,103
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Melilla,46
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Andalucía,64511
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Aragón,16947
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,"Asturias, principado de",23138
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,"Balears, illes",19912
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Canarias,28845
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Cantabria,33935
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Castilla y león,40975
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Castilla - la mancha,24036
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Cataluña,145386
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Comunitat valenciana,53879
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Extremadura,9983
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Galicia,38633
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,"Madrid, comunidad de",202153
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,"Murcia, región de",14249
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,"Navarra, comunidad foral de",36370
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,País vasco,70006
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,"Rioja, la",8782
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Ceuta,854
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99,TOTAL NACIONAL,Melilla,443
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Andalucía,1093
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Aragón,441
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,"Asturias, principado de",132
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,"Balears, illes",213
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Canarias,687
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Cantabria,225
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Castilla y león,580
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Castilla - la mancha,339
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Cataluña,1217
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Comunitat valenciana,544
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Extremadura,142
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Galicia,703
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,"Madrid, comunidad de",510
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,"Murcia, región de",152
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,"Navarra, comunidad foral de",82
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,País vasco,3653
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,"Rioja, la",96
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Ceuta,13
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03,TOTAL NACIONAL,Melilla,2
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Andalucía,601
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Aragón,104
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,"Asturias, principado de",23
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,"Balears, illes",61
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Canarias,120
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Cantabria,13
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Castilla y león,287
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Castilla - la mancha,78
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Cataluña,288
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Comunitat valenciana,272
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Extremadura,200
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Galicia,321
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,"Madrid, comunidad de",239
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,"Murcia, región de",265
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,"Navarra, comunidad foral de",10
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,País vasco,158
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,"Rioja, la",1
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Ceuta,12
2102 Asistencia anticonceptiva Z30,TOTAL NACIONAL,Melilla,16
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Andalucía,708
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Aragón,11
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,"Asturias, principado de",23
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,"Balears, illes",12
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Canarias,6
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Cantabria,0
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Castilla y león,479
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Castilla - la mancha,8
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Cataluña,21
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Comunitat valenciana,2428
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Extremadura,45
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Galicia,219
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,"Madrid, comunidad de",220
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,"Murcia, región de",318
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,"Navarra, comunidad foral de",137
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,País vasco,11
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,"Rioja, la",5
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Ceuta,0
2103 Recién nacidos con vida según el tipo de parto Z38,TOTAL NACIONAL,Melilla,5
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Andalucía,32621
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Aragón,5877
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,"Asturias, principado de",9042
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,"Balears, illes",4221
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Canarias,16087
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Cantabria,31391
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Castilla y león,23858
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Castilla - la mancha,14458
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Cataluña,86043
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Comunitat valenciana,26791
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Extremadura,3658
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Galicia,15365
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,"Madrid, comunidad de",142163
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,"Murcia, región de",4928
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,"Navarra, comunidad foral de",27048
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,País vasco,46902
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,"Rioja, la",2301
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Ceuta,300
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51,TOTAL NACIONAL,Melilla,192
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Andalucía,29489
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Aragón,10513
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,"Asturias, principado de",13918
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,"Balears, illes",15405
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Canarias,11945
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Cantabria,2306
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Castilla y león,15771
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Castilla - la mancha,9152
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Cataluña,57816
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Comunitat valenciana,23844
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Extremadura,5938
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Galicia,22025
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,"Madrid, comunidad de",59021
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,"Murcia, región de",8586
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,"Navarra, comunidad foral de",9092
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,País vasco,19282
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,"Rioja, la",6378
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Ceuta,529
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de (Z00-Z99),TOTAL NACIONAL,Melilla,227
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Andalucía,3856
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Aragón,1731
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,"Asturias, principado de",3889
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,"Balears, illes",57301
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Canarias,53330
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Cantabria,1616
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Castilla y león,10521
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Castilla - la mancha,850
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Cataluña,47525
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Comunitat valenciana,2229
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Extremadura,3649
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Galicia,1620
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,"Madrid, comunidad de",4533
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,"Murcia, región de",7538
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,"Navarra, comunidad foral de",2448
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,País vasco,144
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,"Rioja, la",500
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Ceuta,7
ALTAS SIN DIAGNÓSTICO,TOTAL NACIONAL,Melilla,92
"TODAS LAS CAUSAS A00-Z99 (salvo los códigos V, W, X, Y)",Extranjero,,350465
0100 CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS A00-B99,Extranjero,,19258
"0101 Enfermedades infecciosas intestinales, excepto diarrea A00-A08",Extranjero,,1173
0102 Gastroenteritis y colitis infecciosas A09,Extranjero,,1360
"0103 Tuberculosis A15-A19, B90",Extranjero,,2375
0104 Septicemia A40-A41,Extranjero,,6392
0105 Infección del virus de la inmunodeficiencia humana B20,Extranjero,,730
0106 Otras enfermedades infecciosas y parasitarias Resto de (A00-B99),Extranjero,,7229
0200 NEOPLASIAS C00-D49,Extranjero,,19515
"0201 Neoplasias malignas de colon, recto y ano C18-C21",Extranjero,,2233
"0202 Neoplasias malignas de tráquea, bronquios y pulmón C33-C34",Extranjero,,1249
0203 Melanoma y otras neoplasias malignas de la piel C43-C44,Extranjero,,211
0204 Neoplasia maligna de la mama C50,Extranjero,,553
0205 Neoplasia maligna del útero C53-C55,Extranjero,,359
0206 Neoplasia maligna del ovario C56,Extranjero,,149
0207 Neoplasia maligna de la próstata C61,Extranjero,,401
0208 Neoplasia maligna de la vejiga C67,Extranjero,,763
0209 Otras neoplasias malignas Resto de (C00-C96),Extranjero,,10507
0210 Carcinoma in situ D00-D09,Extranjero,,72
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",Extranjero,,133
0212 Leiomioma uterino D25,Extranjero,,398
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),Extranjero,,2487
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",Extranjero,,2784
0301 Anemias D50-D64,Extranjero,,1336
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",Extranjero,,1448
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",Extranjero,,6805
0401 Diabetes mellitus E08-E13,Extranjero,,3501
"0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de (E00-E89)",Extranjero,,3304
0500 TRASTORNOS MENTALES Y DE COMPORTAMIENTO F01-F99,Extranjero,,16858
0501 Demencia F01-F03,Extranjero,,662
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10,Extranjero,,1196
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19,Extranjero,,776
"0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29",Extranjero,,7866
0505 Trastornos del humor (afectivos)  F30-F39,Extranjero,,4031
0506 Otros trastornos mentales y de comportamiento Resto de (F01-F99),Extranjero,,2327
0600 ENFERMEDADES DEL SISTEMA NERVIOSO G00-G99,Extranjero,,12865
0601 Enfermedad de Alzheimer G30,Extranjero,,131
0602 Esclerosis múltiple G35,Extranjero,,2865
0603 Epilepsia G40,Extranjero,,2271
0604 Isquemia cerebral transitoria G45,Extranjero,,1020
0605 Otras enfermedades del sistema nervioso Resto de (G00-G99),Extranjero,,6578
0700 ENFERMEDADES DEL OJO Y SUS ANEXOS H00-H59,Extranjero,,868
"0701 Catarata H25-H26, H28",Extranjero,,37
0702 Otras enfermedades del ojo y sus anexos Resto de (H00-H59),Extranjero,,832
0800 ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES H60-H95,Extranjero,,954
0900 ENFERMEDADES DEL APARATO CIRCULATORIO I00-I99,Extranjero,,49564
0901 Enfermedad hipertensiva I10-I15,Extranjero,,5994
0902 Angina de pecho I20,Extranjero,,1124
0903 Infarto agudo de miocardio I21-I22,Extranjero,,7410
0904 Otras enfermedades isquémicas del corazón I23-I25,Extranjero,,2324
0905 Enfermedad pulmonar cardíaca y enfermedades de la circulación pulmonar I26-I28,Extranjero,,2172
0906 Trastornos de conducción y disritmias cardiacas I44-I49,Extranjero,,4658
0907 Insuficiencia cardiaca I50,Extranjero,,3792
0908 Enfermedades cerebrovasculares I60-I69,Extranjero,,14948
0909 Aterosclerosis I70,Extranjero,,1755
0910 Venas varicosas de las extremidades inferiores I83,Extranjero,,142
0911 Otras enfermedades del aparato circulatorio Resto de (I00-I99),Extranjero,,5245
1000 ENFERMEDADES DEL APARATO RESPIRATORIO J00-J99,Extranjero,,39415
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,Extranjero,,2728
1002 Neumonía J12-J18,Extranjero,,11756
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,Extranjero,,6070
1004 Enfermedad crónica de amígdalas y adenoides J35,Extranjero,,155
